Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
m,18-30,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,84,0,0,0,0,0,0,0,0,0,0,63,21,0,0,0
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,561,0,12,0,36,0,156,0,171,60,126,285,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,10 - 25 km,<1000,1 bis 5,132,0,0,0,0,0,0,42,0,0,0,0,0,0,0,90
m,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,272,58,0,30,126,0,108,0,58,66,58,0,0,0,15,0
w,18-30,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,<1000,> 5,718,183,0,0,99,0,105,26,0,0,0,94,0,0,0,264
m,31-40,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,115,110,5,0,0,48,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,639,0,0,45,162,0,0,0,249,0,0,432,0,0,0,0
w,>60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,2000-<3200,> 5,33,0,6,21,0,99,0,0,0,0,0,0,3,0,24,0
m,>60,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,> 5,246,162,3,42,0,0,0,0,0,0,0,0,81,0,0,0
w,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,3200-<4500,0,474,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,387,0,4,27,135,72,134,0,57,50,0,0,0,198,0,0
w,31-40,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,143,0,0,0,0,0,0,0,0,0,0,80,63,0,0,0
w,31-40,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,557,0,12,0,52,11,0,0,354,0,98,198,0,0,0,0
m,31-40,nein,ledig,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,640,240,0,0,33,84,0,0,189,0,0,69,46,168,0,0
m,31-40,ja,ledig,nein,Freitag,>17 Uhr,10 - 25 km,3200-<4500,> 5,496,0,12,30,0,66,282,0,0,20,165,0,0,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,2000-<3200,> 5,226,0,4,0,0,54,0,0,0,0,66,0,0,0,36,46
w,51-60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,<1000,> 5,461,0,8,33,0,64,0,0,0,0,0,447,6,0,0,0
m,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,97,0,33,4,0,0,0,0,0,64,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,0,464,0,0,0,48,0,91,0,158,53,108,147,78,0,30,83
m,31-40,ja,ledig,ja,Montag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,88,0,6,0,0,20,0,0,0,0,0,58,10,0,0,0
m,>60,ja,ledig,ja,Montag,14-17 Uhr,< 10 km,3200-<4500,> 5,487,56,4,0,75,27,113,0,69,198,58,216,0,0,93,0
m,51-60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,595,0,0,28,8,0,75,0,216,70,204,118,0,0,0,129
w,31-40,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,1 bis 5,292,0,0,0,90,0,19,0,74,96,0,106,0,0,0,0
m,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,0,71,0,10,8,0,60,0,0,0,0,61,0,0,0,12,0
m,18-30,ja,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,297,0,0,22,26,0,69,0,138,144,80,146,15,0,0,0
m,>60,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,602,234,7,0,45,43,447,0,96,0,0,0,32,0,0,0
m,41-50,ja,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,75,0,12,8,63,12,231,0,94,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,115,60,0,0,20,35,219,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,> 5,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
w,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,287,0,0,4,37,0,123,0,0,0,43,99,0,0,0,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,> 5,21,0,0,0,21,0,176,0,0,0,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,<1000,0,292,0,12,0,0,18,0,0,0,180,0,100,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,508,0,12,26,0,24,0,76,0,196,198,0,0,58,16,0
w,51-60,nein,ledig,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,132,0,18,10,0,0,0,0,0,0,0,114,0,0,0,0
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,321,0,2,54,32,28,128,0,190,40,0,214,0,0,0,0
m,31-40,nein,ledig,ja,Montag,12-14 Uhr,> 25 km,>4500,0,532,318,16,18,75,63,79,0,294,102,0,0,21,0,0,0
m,51-60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,>4500,> 5,285,0,0,0,0,42,0,0,0,294,66,0,0,0,0,0
m,18-30,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,2000-<3200,0,425,147,24,13,0,22,0,0,0,0,0,240,0,0,0,0
w,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,3200-<4500,0,550,136,12,48,82,0,184,0,0,132,0,122,66,0,0,0
w,>60,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,448,54,2,34,45,17,116,0,126,62,88,0,0,0,0,226
m,41-50,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,0,165,0,0,0,96,0,0,0,0,0,69,0,0,0,36,0
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,> 25 km,>4500,> 5,167,0,4,24,0,0,0,0,64,82,19,80,0,0,0,0
m,51-60,nein,ledig,nein,Samstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,10-12 Uhr,< 10 km,1000-<2000,> 5,337,0,4,0,33,0,306,0,0,98,0,144,7,0,0,0
w,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,0,248,37,0,0,123,0,0,29,297,59,0,0,0,0,0,0
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,<1000,0,500,234,8,33,0,30,0,0,198,130,37,0,23,0,22,0
w,>60,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,<1000,> 5,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
w,31-40,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,347,0,0,15,108,28,54,0,0,120,112,0,0,0,80,0
m,>60,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,0,407,112,0,0,90,0,72,0,33,0,154,51,0,0,39,0
w,31-40,nein,Partnerschaft,nein,Samstag,12-14 Uhr,10 - 25 km,3200-<4500,1 bis 5,559,0,0,0,0,26,0,0,20,0,47,360,0,0,70,0
m,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,380,180,15,0,0,0,0,0,0,0,0,123,54,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,113,0,8,0,0,0,0,0,0,212,35,0,0,0,24,0
m,51-60,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,302,124,0,18,0,0,0,0,0,160,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Samstag,<10 Uhr,10 - 25 km,>4500,> 5,277,0,0,0,93,0,69,0,201,0,0,88,96,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,194,0,0,28,0,0,0,0,0,76,104,0,62,0,74,0
w,>60,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,97,0,9,0,0,0,16,0,0,60,0,0,12,0,0,0
w,31-40,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,49,0,21,6,0,0,0,0,0,22,18,0,0,0,38,0
m,51-60,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,147,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,140,0,0,18,54,23,0,0,78,0,0,45,0,0,0,0
m,>60,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,1 bis 5,438,61,15,6,53,123,165,0,108,129,0,55,16,9,0,100
m,51-60,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,147,128,0,0,0,0,0,0,0,0,0,0,19,0,0,0
m,51-60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,381,249,3,0,0,11,0,0,0,0,0,129,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,89,0,27,11,0,0,0,0,0,0,0,62,0,0,0,0
w,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,>4500,1 bis 5,117,0,0,0,60,57,59,0,405,0,0,0,0,0,0,0
w,41-50,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,<1000,> 5,142,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0
m,31-40,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,<1000,> 5,381,0,0,26,27,0,348,0,0,38,37,135,0,0,0,0
m,51-60,nein,ledig,ja,Dienstag,10-12 Uhr,> 25 km,2000-<3200,> 5,172,0,9,0,0,68,0,88,0,122,45,0,0,0,52,0
m,31-40,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,2000-<3200,0,102,0,8,0,0,40,0,0,0,37,63,0,0,0,66,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,>4500,0,742,0,8,0,0,30,0,0,0,134,0,348,24,228,0,0
m,31-40,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,372,0,0,0,174,58,70,0,0,168,140,0,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,0,503,0,0,0,47,24,174,0,0,0,0,432,0,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,276,0,0,0,0,0,0,0,0,0,122,154,0,0,78,0
m,18-30,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,>4500,0,329,0,12,42,123,96,94,0,102,0,0,158,0,0,0,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,406,0,0,0,0,0,0,0,0,222,177,0,40,0,54,0
w,41-50,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,194,110,0,0,84,0,110,0,0,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,242,0,12,5,35,47,114,0,0,0,52,0,0,0,144,0
m,41-50,nein,ledig,ja,Samstag,10-12 Uhr,> 25 km,2000-<3200,0,635,0,0,0,28,0,48,0,83,114,52,198,72,0,0,62
m,31-40,ja,ledig,ja,Freitag,14-17 Uhr,10 - 25 km,>4500,1 bis 5,111,69,12,14,0,50,0,0,0,0,0,30,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,603,0,4,0,118,4,158,0,76,30,28,315,0,0,1,0
m,31-40,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,21,0,21,12,0,76,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,> 5,194,0,8,51,66,72,0,0,132,0,0,0,24,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,<1000,> 5,460,0,1,0,0,26,0,0,0,0,100,111,0,0,68,222
m,18-30,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,>4500,> 5,297,26,4,0,0,0,0,0,0,69,0,0,93,0,0,0
m,51-60,nein,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,662,0,12,0,28,27,144,0,48,210,37,429,0,0,0,0
w,41-50,nein,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,436,110,4,18,0,63,0,0,0,114,50,0,14,0,19,0
m,18-30,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,>4500,0,325,0,4,12,0,60,0,0,321,0,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,0,378,0,3,7,0,36,57,0,0,0,0,318,0,0,0,0
w,18-30,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,<1000,> 5,27,0,15,32,0,14,0,0,0,0,0,0,12,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,> 5,345,46,0,24,6,0,172,0,258,291,87,0,0,0,144,0
m,>60,ja,ledig,nein,Freitag,<10 Uhr,10 - 25 km,<1000,> 5,282,0,27,57,42,33,136,0,90,213,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,360,0,12,0,44,38,0,0,102,0,0,304,0,0,0,0
w,>60,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,105,0,10,6,0,29,0,0,0,26,0,69,0,0,0,0
m,18-30,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,10,0,10,18,0,42,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,ja,Mittwoch,<10 Uhr,< 10 km,3200-<4500,> 5,318,32,0,6,64,0,0,0,146,0,0,150,66,0,0,0
w,41-50,ja,Partnerschaft,ja,Mittwoch,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,174,0,6,0,0,10,0,0,0,40,0,43,42,0,0,0
m,>60,nein,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,0,355,0,0,0,20,0,105,0,0,0,0,194,96,0,0,0
m,41-50,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,> 5,328,244,0,0,48,0,120,0,0,0,8,28,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,264,0,0,0,0,30,0,0,0,0,194,0,40,0,43,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,456,0,6,10,135,0,115,0,0,88,94,128,0,0,48,0
m,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,733,210,18,12,56,0,0,0,0,0,99,297,20,0,31,0
m,51-60,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,3200-<4500,> 5,100,0,16,0,0,34,0,0,34,100,17,0,0,0,66,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,948,0,0,0,162,66,36,0,0,116,3,0,0,0,0,384
w,18-30,ja,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,>4500,> 5,189,114,12,20,0,58,0,0,0,0,0,0,63,0,0,0
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,249,0,10,0,126,0,198,0,0,0,90,0,23,0,15,0
m,31-40,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,235,0,18,0,0,13,0,81,0,0,0,0,0,0,0,136
m,>60,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,512,159,18,0,30,6,0,0,0,228,154,112,39,0,78,0
m,18-30,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,>4500,> 5,646,0,9,0,0,46,264,0,0,0,49,0,0,0,29,0
w,41-50,ja,ledig,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,240,0,0,15,0,123,0,102,0,0,0,0,0,0,0,0
w,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,388,142,0,0,0,100,0,0,0,96,0,50,0,0,0,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,368,0,12,30,0,12,0,0,189,117,54,0,41,0,70,0
m,>60,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,122,0,4,45,69,19,74,0,117,0,0,46,0,0,0,0
m,31-40,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,>4500,0,356,0,0,0,0,0,0,0,112,0,0,244,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,0,297,0,0,11,126,72,50,0,0,0,0,0,0,88,0,0
w,31-40,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,0,364,0,10,9,51,0,170,0,261,126,0,177,0,0,0,0
m,>60,ja,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,157,0,0,0,39,0,126,0,0,118,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,> 5,521,0,0,26,0,0,0,0,0,0,0,495,0,0,0,0
m,31-40,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,> 5,179,0,27,48,0,36,0,0,0,144,102,0,0,0,66,0
m,>60,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,525,0,0,3,0,0,126,0,194,11,112,90,0,0,50,0
m,51-60,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,651,0,0,18,0,0,2,0,0,51,106,108,0,0,44,180
m,18-30,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,297,0,6,57,2,92,0,0,264,86,48,123,0,0,0,0
w,41-50,nein,ledig,nein,Dienstag,<10 Uhr,> 25 km,1000-<2000,> 5,125,0,8,33,0,0,0,37,0,74,80,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,3200-<4500,> 5,164,0,0,0,0,0,0,0,0,108,120,44,0,0,94,0
m,>60,nein,ledig,ja,Mittwoch,12-14 Uhr,> 25 km,2000-<3200,> 5,50,0,0,0,0,0,0,0,0,0,50,0,0,0,32,0
m,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,195,0,0,27,78,0,53,0,0,90,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,0,488,0,14,39,0,0,0,0,0,108,0,366,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,123,0,2,3,36,0,64,0,0,111,25,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,248,0,6,0,0,0,0,0,0,0,0,242,0,0,0,0
m,>60,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,798,0,9,12,0,3,0,60,0,0,132,444,0,0,0,0
m,41-50,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,143,0,8,26,0,0,0,0,0,0,11,114,0,0,69,0
m,>60,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,<1000,> 5,122,0,4,0,0,0,0,0,0,81,80,0,0,0,90,0
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,498,0,1,0,14,0,108,0,82,0,0,288,0,195,0,0
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,114,0,0,0,0,0,0,0,0,0,80,0,34,0,52,0
m,31-40,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,<1000,> 5,489,0,8,1,0,0,0,19,0,48,144,312,6,0,98,0
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,133,0,0,22,0,0,90,0,0,0,0,0,21,0,0,0
m,18-30,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,357,47,0,0,0,0,0,0,0,32,4,189,33,0,10,0
m,41-50,ja,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,2000-<3200,> 5,201,0,3,24,0,11,0,0,0,0,0,198,0,0,0,0
m,51-60,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,216,0,0,33,7,0,46,0,82,0,54,122,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,<1000,1 bis 5,265,0,6,0,46,0,0,78,136,0,0,0,0,0,0,0
w,51-60,nein,ledig,nein,Samstag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,84,0,24,39,0,0,0,0,0,60,0,0,0,0,0,0
m,>60,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,> 5,116,83,9,0,12,82,46,0,0,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,<1000,0,167,0,7,21,48,0,112,0,0,0,0,112,0,0,0,0
w,51-60,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,6,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,<1000,1 bis 5,15,0,9,0,0,80,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,> 25 km,2000-<3200,> 5,118,0,0,0,0,0,0,0,0,31,46,0,0,0,36,0
m,41-50,nein,Partnerschaft,nein,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
w,41-50,nein,ledig,nein,Montag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,311,0,2,9,41,0,92,0,126,224,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,3200-<4500,1 bis 5,191,0,0,0,43,0,240,0,348,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Freitag,>17 Uhr,> 25 km,1000-<2000,0,449,0,10,45,102,0,59,0,0,0,87,228,0,0,24,0
w,41-50,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,287,0,7,0,66,12,59,0,399,0,0,0,26,188,0,0
w,41-50,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,6,0,6,0,0,36,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,318,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0
m,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,>4500,0,349,0,0,2,0,0,0,0,0,0,0,137,0,0,0,210
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,0,960,0,12,51,6,58,35,0,0,36,123,280,0,0,42,333
m,31-40,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,82,0,5,0,0,99,0,0,0,0,0,0,35,0,0,0
w,>60,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,3200-<4500,0,20,0,4,12,0,26,0,0,0,0,0,0,16,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,1001,0,14,16,54,0,0,114,0,142,0,363,0,0,0,0
m,18-30,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,<1000,1 bis 5,55,0,0,27,0,0,0,0,0,0,0,0,28,0,0,0
m,18-30,nein,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,297,0,0,54,86,100,0,0,0,10,57,0,0,0,117,0
w,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,0,192,0,0,0,0,0,0,0,0,0,0,152,40,0,0,0
w,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,265,148,5,18,0,0,0,0,0,264,112,0,0,0,84,0
w,41-50,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,183,0,4,0,0,20,0,0,67,99,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,<1000,> 5,150,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
m,51-60,ja,ledig,ja,Mittwoch,<10 Uhr,< 10 km,2000-<3200,> 5,294,0,0,0,0,0,0,0,0,114,54,219,21,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,>4500,> 5,392,0,9,6,0,0,0,0,0,26,96,0,0,0,90,69
m,18-30,nein,Partnerschaft,ja,Dienstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,550,0,0,0,0,0,0,0,142,0,12,396,0,0,12,0
m,18-30,ja,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,> 5,448,0,14,0,31,27,186,0,72,124,0,231,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,79,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0
